id,id_ente,id_sede,nombre_de_la_sede,calle,numero_exterior,numero_interior,colonia,alcaldia,codigo_postal,referencias_de_ubicacion,horario_de_atencion,dias_de_atencion,correo_electronico,tel_1,ext_1,tel_2,ext_2,intervencion_en_crisis,terapia_individual,terapia_grupal,impresion_diagnostica,psiquiatrica,salud_reproductiva,atencion_por_lesiones,ile,ive,casa_de_emergencia,refugio,orientacion_o_asesoria_juridica,acompanamiento_juridico,representacion_juridica,medidas_de_proteccion,apertura_de_carpeta_de_investigacion,informacion_y_orientacion,perfiles_socioeconomicos,visitas_de_seguimiento,atencion_re_educativa_a_hombres_que_ejercen_violencia,atencion_psicoterapeutica_a_personas_generadoras_de_violencia,indique_otro_servicio_de_atencion_a_mujeres_victimas_de_violencia_que_porporcione_y_que_no_se_encuen,lon,lat,geopoint
63,SEMU,SEMU-082,Módulo Abogadas de las Mujeres VC 4 Y 5,Circunvalación  y Antiguo Cauce  de Rio Churubusco,S/N,S/N,Arenal 1a sección,Venustiano Carranza,15600.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0670447,19.4242423,"19.4242423,-99.0670447"
64,SEMU,SEMU-083,Módulo Abogadas de las Mujeres XO 1,Circuito Martinez  de Castro,S/N,Reclusorio sur,San Mateo Jalpa,Xochimilco,16800.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.127525,19.2346199,"19.2346199,-99.127525"
65,SEMU,SEMU-084,Módulo Abogadas de las Mujeres XO 2,Gladiola esquina Cuitlahuac,S/N,S/N,Barrio San Pedro,Xochimilco,16090.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1079964,19.2579429,"19.2579429,-99.1079964"
66,SEMU,SEMU-085,Módulo Abogadas de las Mujeres Fiscalia de Procesos en Juzgados de lo Familiar,General  Gabriel Hernández,56,cuarto piso,Doctores,Cuauhtémoc,6720.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1473881,19.4243727,"19.4243727,-99.1473881"
67,SEMU,SEMU-089,Módulo Abogadas de las Mujeres FDS3,Francisco del Paso y Troncoso esquina Fray Servando Teresa de Mier,S/N,S/N,Jardin Balbuena,Venustiano Carranza,15900.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1122719,19.4198265,"19.4198265,-99.1122719"
68,SEMU,SEMU-093,Módulo Abogadas de las Mujeres para Tramite de Medidas de Protección,Avenida Morelos,20,primer piso,Centro,Cuauhtémoc,6000.0,Primer piso de las Oficinas Centrales de la SEMUJERES,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1489664,19.4319583,"19.4319583,-99.1489664"
69,SEMU,SEMU-095,Módulo de Atención Viaja Segura Hidalgo,Avenida Paseo de la Reforma esquina Balderas,S/N,pasillo de salida linea 2 hacia avenida rosales,Centro,Cuauhtémoc,6000.0,"En el interior de la Estación del Metro Hidalgo, en el interio de la Agencia del Ministerio Público",08:00 a 20:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,Sí,No,No,No,No,No,No,No,No,,,Sí,Sí,No,No,No,No,No,No,No,No,,-99.1473084,19.4368133,"19.4368133,-99.1473084"
70,SEMU,SEMU-098,Módulo de Atención Viaja Segura Mixcoac,Avenida Patriotismo entre Extremadura y Donatello,S/N,linea 12 dentro del pasillo de las oficinas de metro,Insurgentes Mixcoac,Benito Juárez,3920.0,En el interior de la Estación del Metro  Mixcoac línea 12,08:00 a 20:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,Sí,No,No,No,No,No,No,No,No,,,Sí,Sí,No,No,No,No,No,No,No,No,,-99.1867543,19.3756973,"19.3756973,-99.1867543"
71,SEDESA,SEDESA-007,Hospital General Ticomán,Plan de San Luis,7,S/N,La Purísima Ticomán,Gustavo A. Madero,7330.0,,08:00 - 16:00,L - V,psic_ros@yahoo.com,50381700,7175.0,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1377892,19.5144573,"19.5144573,-99.1377892"
72,SEDESA,SEDESA-008,Hospital General Tláhuac,Av. La Turba,655,S/N,Villa Centroamericana I,Tláhuac,13250.0,,08:00 - 16:00,L - V,msrecinas@gmail.com,58501011,76017.0,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.0520641,19.2877145,"19.2877145,-99.0520641"
73,SEDESA,SEDESA-012,Hospital Materno Infantil Tláhuac,Calz. Tláhuac Chalco,231,S/N,La Habana,Tláhuac,13050.0,,08:00 - 16:00,L - V,liliana-ortiz@live.com.mx,58423601,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-98.9977686,19.2655529,"19.2655529,-98.9977686"
74,SEDESA,SEDESA-016,Hospital Pediátrico Moctezuma,Calle Oriente,158,S/N,Moctezuma 2a. Sección,Venustiano Carranza,15530.0,,08:00 - 16:00,L - V,successn@hotmail.com,55714057,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.0981378,19.4332788,"19.4332788,-99.0981378"
75,SEDESA,SEDESA-025,Hospital Pediátrico Iztapalapa,Ermita Iztapalpa,780,S/N,Granjas San Antonio,Iztapalapa,9070.0,,08:00 - 16:00,ACTIVO EN ABRIL,mariel.roldan.ortiz@gmail.com,,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.10765,19.356703,"19.356703,-99.10765"
76,TSJ,TSJ-004,Juzgado 38 penal,Jaime Nunó,205,S/N,Cuautepec,Gustavo A. Madero,7208.0,Reclusorio Norte,Abierto,365 días,,,653802.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.1510444,19.5451753,"19.5451753,-99.1510444"
77,TSJ,TSJ-008,Juzgado 33 penal,Javier Piña Y Palacios,S/N,S/N,Pueblo de San Mateo Xalpa,Xochimilco,16809.0,Reclusorio Sur,Abierto,365 días,,91564997,653302.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.1221055,19.2348252,"19.2348252,-99.1221055"
78,TSJ,TSJ-009,Juzgado 64 penal,Javier Piña Y Palacios,S/N,S/N,Pueblo de San Mateo Xalpa,Xochimilco,16809.0,Reclusorio Sur,Abierto,365 días,,,656402.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.1221055,19.2348252,"19.2348252,-99.1221055"
79,TSJ,TSJ-014,Juzgado 25 penal,Avenida Reforma,100,S/N,Lomas de San Lorenzo,Iztapalapa,9780.0,Reclusorio Oriente,Abierto,365 días,,,652502.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.0683772,19.3216059,"19.3216059,-99.0683772"
80,TSJ,TSJ-015,Juzgado 26 penal,Avenida Reforma,100,S/N,Lomas de San Lorenzo,Iztapalapa,9780.0,Reclusorio Oriente,Abierto,365 días,,,652602.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.0683772,19.3216059,"19.3216059,-99.0683772"
81,TSJ,TSJ-018,Juzgado 56 penal,Avenida Reforma,100,S/N,Lomas de San Lorenzo,Iztapalapa,9780.0,Reclusorio Oriente,Abierto,365 días,,,655602.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.0683772,19.3216059,"19.3216059,-99.0683772"
82,TSJ,TSJ-019,Juzgado 67 penal,Calzada Ermita Iztapalapa,4037,S/N,Santa Martha Acatitla,Iztapalapa,9510.0,Santa Martha Acatitla,Abierto,365 días,,91564997,656702.0,,,,,,,,,,,,,,,,,Sí,,,,,,,,-99.007796,19.3554689,"19.3554689,-99.007796"
83,SIBISO,SIBISO-001,Módulo Central del Instituto para el Envejecimiento Digno,Dr. Lavista,181 B,S/N,Doctores,Cuauhtémoc,6720.0,A un costado de la Arena México,9:00 a 18:00,L a V,,52083583,,,,No,No,No,No,No,No,No,No,No,,,Sí,No,No,No,No,Sí,No,No,No,No,Valoraciones gerontogeriatricas,-99.1516475,19.4242726,"19.4242726,-99.1516475"
84,SECTEI,SECTEI-001,Módulo de Atención a la Violencia Escolar,Av. Chapultepec,49,Planta Baja,Centro,Cuauhtémoc,6010.0,Casi Esquina con Enrico Martínez,"09:00 a 15:00
16:00 a 19:00",L a V,estasviendoynoves@educacion.cdmx.gob.mx,51340770,1210.0,,,,,,,,,,,,,,,,,,,,,,,,"Se atienden denuncias  de acoso escolar.
Para dar continuidad a la denuncia se caniliza a las instituciones especializadas en el tipo de acoso.",-99.151684,19.4266143,"19.4266143,-99.151684"
85,STYFE,STYFE-007,Secretaria de Trabajo y Fomento al Empleo,Calzada San Antonio Abad,32,S/N,Tránsito,Cuauhtémoc,6820.0,Entre las estaciones del metro San Antonio Abad y Pino Suarez,9:00A14:30,L-V,programa.cot.styfe@gmail.com,57-09-32-33,3030.0,,,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Sí,Sí,Sí,No,No,"APOYAR A LA POBLACION DESEMPLEADA, RECIDENTE DE LA CIUDAD DE MEXICO, PRINCIPALMENTE A PERSONAS DE 16 AÑOS Y MAS, CON INTERES EN PARTICIPAR EN EL DESARROLLO DE ACTIVIDADES DE CARÁCTER TEMPORAL, EN EL MARCO DE PROYECTOS LOCALES, DE CARÁCTER GUBERNAMENTAL, SOCIAL, AMBIENTAL Y/O COMUNITARIO DE LAS DEPENDENCIAS Y ENTIDADES DE LA ADMINISTRACION PUBLICA.",-99.1332473,19.4211992,"19.4211992,-99.1332473"
86,AOB,AOB-002,"Centro de Atención a Victimas ""Plateros""",Calle Adolfo Ruiz Cortines,S/N,S/N,Presidentes,Álvaro Obregón,1290.0,Entre Adolfo López Mateos y Adolfo de la Huerta,24 hrs,365 días del año,bianca.Hernandez@aao.gob.mx,5552720222,,,,Sí,No,No,No,No,No,No,No,No,S,S,Sí,No,No,Sí,No,Sí,No,Sí,No,No,,-99.2003893,19.3530019,"19.3530019,-99.2003893"
87,AOB,AOB-003,"Centro de Atención a Víctimas ""Santa Fé""",Calle Quetzalcoatl,S/N,S/N,Unidad Popular Tepeaca,Álvaro Obregón,1567.0,Esquina Tukurutai Acatl,24 hrs,365 días del año,bianca.Hernandez@aao.gob.mx,5552720222,,,,Sí,No,No,No,No,No,No,No,No,S,S,Sí,No,No,Sí,No,Sí,No,Sí,No,No,,-99.2394596,19.3585716,"19.3585716,-99.2394596"
88,AZC,AZC-002,Subdirección de Fomento a la Igualdad de Género y al Derecho de las Mujeres a una Vida Libre de Violencia y la Jefatura de Unidad Departamental de Vinculación Territorial para la Igualdad de Género y el Derecho de las Mujeres a una Vida Libre de Violencia.,Castilla oriente,S/N,S/N,Azcapotzalco Centro,Azcapotzalco,2000.0,"Planta baja del edificio de la alcaldìa, del lado izquierdo del edificio entrando por la explanada",9:00 a 15:00 y 16:00 a 19:00,Lunes a Sábado,fomento.igualdad@azcapotzalco.cdmx.gob.mx,53549994,,,,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,La Subdirección y la JUD de Vinculación Territorial trabaja con la orientación de primer contacto y canalización de mujeres víctimas de violencia; También se dan talleres y capacitaciones para sensibilizar y concientizar sobre la violencia de género para mujeres y hombres,-99.1854614,19.484563,"19.484563,-99.1854614"
89,IZT,IZT-001,Alcaldía Iztacalco,Río Churubusco,S/N,S/N,Gabriel Ramos Millán,Iztacalco,8000.0,"Edificio B, MB linea 2 Iztacalco",9:00-18:00,L-V,judedg@yahoo.com,56543133,2012.0,,2011,Sí,Sí,No,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,"Revisón, a través de portal de internet, del estado de carpetas abiertas",-99.0995608,19.3924156,"19.3924156,-99.0995608"
90,IZT,IZT-002,Casa de la Mujer Mariposas,Sur 20,S/N,S/N,Agrícola Oriental,Iztacalco,8500.0,Entre ote 229 y ote 217,9:00-19:00,L-V,,,,,,Sí,Sí,No,No,No,No,No,No,No,,,Sí,No,No,No,No,Sí,Sí,No,No,No,,-99.0719145,19.3917057,"19.3917057,-99.0719145"
91,IZT,IZT-003,Casa de la Mujer Adriana Luna Parra,Calle 2,S/N,S/N,Agrícola Pantitlan,Iztacalco,8100.0,Esq. Av. Xochimilco sobre el camellón.,9:00-19:00,L-V,,,,,,Sí,Sí,No,No,No,No,No,No,No,,,Sí,No,No,No,No,Sí,Sí,No,No,No,,-99.0666197,19.4130738,"19.4130738,-99.0666197"
92,IZP,IZP-001,Oficinas Centrales,Cuauhtémoc,6,3ER PISO,Barrio San Lucas,Iztapalapa,9000.0,Frente al Auditorio Quetzalcóatl,09:00 a 21:00 hrs.,LUNES- VIERNES,,56852929,,,,Sí,Sí,No,No,No,No,no,no,no,n,n,Sí,Sí,No,No,No,Sí,No,No,Sí,No,,-99.0910672,19.3588147,"19.3588147,-99.0910672"
93,IZP,IZP-002,Tlazohlcalli San Lorenzo,Anillo Periférico,S/N,S/N,U.H. Mirasoles,Iztapalapa,,Metro Periférico Oriente,08:00- 15:00 hrs,LUNES- VIERNES,,s/n,,,,Sí,Sí,no,No,No,No,no,no,no,n,n,Sí,Sí,No,No,No,Sí,No,No,Sí,No,,-99.0570202,19.3671119,"19.3671119,-99.0570202"
94,IZP,IZP-006,Tlazohlcalli Santa Catarina,Camino a Santigo,9,S/N,1° Ampliación Santiago Acahualtepec,Iztapalapa,,Territorial Santa Catarina,08:00- 15:00 hrs,LUNES- VIERNES,,s/n,,,,Sí,Sí,No,No,No,No,no,no,no,n,n,Sí,Sí,No,No,No,Sí,No,No,Sí,No,,-99.0107364,19.3515141,"19.3515141,-99.0107364"
95,MAC,MAC-001,Consultorio Psicológico Alcaldía,José Moreno Salido,S/N,S/N,Barranca Seca,Magdalena Contreras,10580.0,"Dentro del edificio de la Subdirección
 de Servicios de Salud, donde se encuentran las ambulancias",08:30-14:00,"L,M,X,J,V",,54496000,6135.0,56456716,,Sí,Sí,Sí,No,No,No,No,No,No,,,No,No,No,No,No,Sí,No,No,No,No,"Cabe mencionar que dentro de los 5 consultorios, dependiendo de la
problemática detectada, se canaliza a instancias correspondientes dentro o fuera de la Alcaldía",-99.2400683,19.305381,"19.305381,-99.2400683"
96,MHI,MHI-001,"Unidad de Igualdad, Diversidad y Derechos Humanos",Jose Maria Vigil,22,S/N,Col. Tacubaya,Miguel Hidalgo,11860.0,Esquina/A un costado de la Estación del MetroBús: Tacubaya,9:00 AM A 6:00 PM,L - V,angie.villav@miguelhidalgo.gob.mx,5552767773,,,,,,,,,,,,,,,,,,,,,,,,,,-99.1866082,19.4013473,"19.4013473,-99.1866082"
97,MHI,MHI-002,Centro de Atención Integral de las Adicciones,Jose Maria Vigil,60,S/N,Col. Escandon,Miguel Hidalgo,11860.0,A un lado de la Estación de Bomberos,8:00 AM A 3:00 PM,L - V,ehvillanueva@miguelhidalgo.gob.mx,52767700,2230.0,,,,Sí,Sí,,,,,,,,,Sí,Sí,,,,,,,,,,-99.1844001,19.4013359,"19.4013359,-99.1844001"
98,MIL,MIL-001,Dirección de Fomento a la Equidad y Derechos Humanos,"Av. México Nte. s/n, Esq. Calle Constitución, 1er Piso",S/N,S/N,Barrio San Mateo,Milpa Alta,12000.0,,9:00 a 21:00,Lunes a Viernes,,58623150,1600.0,,,No,No,No,No,No,No,No,No,No,,,Sí,No,No,No,No,Sí,No,Sí,No,No,,-99.0238784,19.1911237,"19.1911237,-99.0238784"
99,MIL,MIL-004,"Jefatura de la Unidad Departamental de Atención a Pueblos Originarios, Náhuatl y Lenguaje de Señas","Av. México Nte. s/n, Esq. Calle Constitución, 1er Piso",S/N,S/N,Barrio San Mateo,Milpa Alta,12000.0,,9:00 A 21:00,Lunes a Viernes,,58623150,1605.0,,,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Sí,No,Sí,No,No,,-99.0238784,19.1911237,"19.1911237,-99.0238784"
100,MIL,MIL-005,Subdirección a Grupos Prioritarios,"Av. México Nte. s/n, Esq. Calle Constitución, 1er Piso",S/N,S/N,Barrio San Mateo,Milpa Alta,12000.0,,9:00 a 21:00,Lunes a Viernes,,58623150,1605.0,,,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Sí,No,Sí,No,No,,-99.0238784,19.1911237,"19.1911237,-99.0238784"
101,MIL,MIL-007,Jefatura de la Unidad Departamental de Atención a Personas Adultas Mayores,"Av. México Nte. s/n, Esq. Calle Constitución, 1er Piso",S/N,S/N,Barrio San Mateo,Milpa Alta,12000.0,,9:00 a 21:00,Lunes a Viernes,,58623150,1605.0,,,No,No,No,No,No,No,Sí,No,No,,,Sí,No,No,No,No,Sí,No,Sí,No,No,,-99.0238784,19.1911237,"19.1911237,-99.0238784"
102,VCA,VCA-001,Alcaldía Venustiano Carranza,Francisco del Paso y Troncoso,129*,S/N,Jardín Balbuena,Venustiano Carranza,15900.0,Entre Fray Servando y Avenida del Taller,9:00 -15:00,Lunes a Viernes,,57683187,,,,,Sí,,,,,,,,,,,,,,,,,,,,,-99.1115918,19.4223693,"19.4223693,-99.1115918"
103,XOC,XOC-001,Subdirección de Igualdad Sustantiva.,Avenida México,5682,S/N,La Noria,Xochimilco,16030.0,"Anexo del Centro Cultural ""Carlos Pellicer""","07:00 - 20:00L,M,X,J,V",L a V,,63781656,,,,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Sí,No,Sí,No,No,,-99.1260609,19.2664066,"19.2664066,-99.1260609"
104,XOC,XOC-002,Subdirección de Servicios Médicos.,Gladiolas,161,S/N,Barrio San Pedro,Xochimilco,16090.0,Edificio antiguo del gobierno de la Alcaldía,09:00 - 18:00,L a D,,53340600,3803.0,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,No,No,No,No,No,No,No,No,No,No,,-99.1085522,19.2570553,"19.2570553,-99.1085522"
105,FGJ,FGJ-002,CoordInación AO-3,Av. Toluca,10,S/N,Progreso Tizapan,Álvaro Obregón,1080.0,Entre Periférico y Av. México,24 horas,lunes a domingo,,52009594,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2021877,19.3402469,"19.3402469,-99.2021877"
106,FGJ,FGJ-003,CoordInación AO-4,Av. Toluca,10,S/N,Progreso Tizapan,Álvaro Obregón,1080.0,Entre Periférico y Av. México,24 horas,lunes a domingo,,52009594,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2021877,19.3402469,"19.3402469,-99.2021877"
107,FGJ,FGJ-009,Coordinación Territorial Coy-1,Zompantitla Esq. Tecualiapan,S/N,S/N,Romero de Terreros,Coyoacán,4310.0,a una calle de Miguel Angel de Quevedo,24HRS,lunes a domingo,,5552009385,9385.0,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1666016,19.3444204,"19.3444204,-99.1666016"
108,FGJ,FGJ-014,Coordinacion Territorial Cuj-1,Cerrada de Ramirez,S/N,S/N,Cuajimalpa Centro,Cuajimalpa,5000.0,"Esquina   con calle Castillo Ledon, a un costado de sector de SSC Cuajimapa",24 horas,lunes a domingo,alberto_garcia.pelayo@fgj.cdmx.gob.mx,53468790,,53468791,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2991337,19.3583366,"19.3583366,-99.2991337"
109,FGJ,FGJ-017,Coordinación Territorial CUH-2,Calle Juan Aldama y Luis Donaldo Colosio,S/N,S/N,Buenavista,Cuauhtémoc,6350.0,A espaldas de la Alcadía Cuauhtémco,24 horas,lunes a domingo,,53468190,,53468121,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1510581,19.4421151,"19.4421151,-99.1510581"
110,FGJ,FGJ-026,Coordinación Territorial  GAM-3,"Cerrada Sur de los 100 metros,",S/N,S/N,Nueva Vallejo,Gustavo A. Madero,7750.0,entre Av. Vallejo y Av. 100 metros,24 horas,lunes a domingo,,53468085,,53468082,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1465851,19.4843399,"19.4843399,-99.1465851"
111,FGJ,FGJ-027,Coordinación Territorial  GAM-4,Av. 5 de febrero y Vicente Villada,S/N,S/N,Aragón La Villa,Gustavo A. Madero,7050.0,atrás del Edificio Alcaldía Gustavo A. Madero,24 horas,lunes a domingo,,53468072,,53468097,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1143574,19.4825056,"19.4825056,-99.1143574"
112,FGJ,FGJ-033,Coordinación Territorial IZC-2,"Avenida Té, esquina Sur 157",S/N,S/N,Gabriel Ramos Millán,Iztacalco,8730.0,Frente a la Alcaldía Iztacalco,24 horas,Lunes a Domingo,,52009422,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.0952018,19.3963774,"19.3963774,-99.0952018"
113,FGJ,FGJ-036,Coordinación Territorial IZP-3,Eje 5 SUR y Canal de Churubusco,S/N,S/N,Central de Abastos,Iztapalapa,9040.0,Interior de la Central de Abastos,24 horas,lunes a domingo,,56455654,5654.0,56455655,5654,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.0969494,19.3774443,"19.3774443,-99.0969494"
114,FGJ,FGJ-041,Coordinación Territorial IZP-9 e IZP-10,Av. Ermita Iztapalapa y Paraje de Zacatepec,S/N,S/N,Paraje de Zacatepec,Iztapalapa,9650.0,A un costado del Penal de Santa Martha,24 horas,lunes a domingo,,56455697,5697.0,56455698,5698,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.0722206,19.3498696,"19.3498696,-99.0722206"
115,FGJ,FGJ-043,Coordinación MC-1,Jose Moreno Salido,156,S/N,Barranca Seca,Magdalena Contreras,10580.0,Alcaldia Magdalena Contreras,24 horas,lunes a domingo,,53468501,53468501.0,53468501,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2413045,19.3051546,"19.3051546,-99.2413045"
116,FGJ,FGJ-044,Coordinación MC-2,Jose Moreno Salido,156,S/N,Barranca Seca,Magdalena Contreras,10580.0,Alcaldia Magdalena Contreras,24 horas,lunes a domingo,,53468501,53468501.0,53468501,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2413045,19.3051546,"19.3051546,-99.2413045"
117,FGJ,FGJ-045,Coordinación territorial MH-1,Calzada México Tacuba,S/N,S/N,Tacuba,Miguel Hidalgo,11410.0,Eesquina  Mar Arabigo,24 horas,lunes a domingo,,53468215,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1899433,19.4595282,"19.4595282,-99.1899433"
118,FGJ,FGJ-047,Coordinación Territorial MH-3,Monte Altai,S/N,S/N,Lomas de Chapultepec,Miguel Hidalgo,11000.0,Esquina Monte Alpes,24 horas,lunes a domingo,,53468270,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.2091027,19.4251488,"19.4251488,-99.2091027"
119,FGJ,FGJ-048,Coordinación Territorial MH-4,Privada General  Sostenes Rocha,S/N,S/N,Daniel Garza,Miguel Hidalgo,11830.0,Cda. Las Huertas,24 horas,lunes a domingo,,53468284,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1921,19.407086,"19.407086,-99.1921"
120,FGJ,FGJ-051,Coordinación Territorial MIL-2,Zazagoza esquina con Cinco de Mayo,S/N,S/N,San Antonio Tecomil,Milpa Alta,12100.0,Mercado San Antonio Tecomitl,24 horas,lunes a domingo,,52009126,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-98.9891058,19.2172558,"19.2172558,-98.9891058"
121,FGJ,FGJ-053,Coordinacion Territorial TLH-2,Nicolas Bravo Esq. Cuitlahuac,S/N,S/N,Barrio la Asuncion,Tláhuac,13000.0,a un costado de la Alcandia,24 horas,lunes a domingo,,53455700,,53455857,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.0034964,19.2722773,"19.2722773,-99.0034964"
122,FGJ,FGJ-055,Coordinación Territorial Tlalpan-2,Jojutla esquina Matamoros,S/N,S/N,La Joya,Tlalpan,14000.0,Pararela a Calzada de Tlalpan,24 horas,lunes a domingo,,52009336,,52009310,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.165384,19.2837511,"19.2837511,-99.165384"
123,FGJ,FGJ-056,Coordinación Territorial Tlalpan-3,Jojutla esquina Matamoros,S/N,S/N,La Joya,Tlalpan,14000.0,Pararela a Calzada de Tlalpan,24 horas,lunes a domingo,,52009314,,52009300,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.165384,19.2837511,"19.2837511,-99.165384"
124,FGJ,FGJ-058,Coordinación Territorial Tlalpan-5,Calle Telenco,9,S/N,San Miguel Topilejo,Tlalpan,14500.0,Dentro Sector SSC de Topilejo,24 horas,lunes a domingo,,52009315,,52009307,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1508821,19.2994117,"19.2994117,-99.1508821"
125,FGJ,FGJ-059,Coordinación Territorial VC-1,San Ciprian casi esquina con General Anaya,0,S/N,Merced Zona Centro,Venustiano Carranza,15100.0,Metro Candelaria (Línea 1),24  horas,lunes a domingo,,53456690,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1216705,19.4277898,"19.4277898,-99.1216705"
126,FGJ,FGJ-060,Coordinación Territorial VC-2,Boulevard Puerto Aereo esquina con Norte 13,0,S/N,Moctezuma 2a Sección,Venustiano Carranza,15530.0,Metro Boulevard Aeropuerto (Línea 1),24 horas,lunes a domingo,,53455840,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.0933601,19.4255458,"19.4255458,-99.0933601"
127,FGJ,FGJ-067,Fiscalía Desconcentrada de Investigación en Agencias de Atención Especializadas,Gabriel Hernández,56,S/N,Doctores,Cuauhtémoc,6720.0,,09:00 a 17:00,lunes a viernes,,5345-5138,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1473881,19.4243727,"19.4243727,-99.1473881"
128,FGJ,FGJ-071,Agencia del Ministerio Público Especializada en Atención a Personas Indígenas,República de Brasil,74,S/N,Centro,Cuauhtémoc,6100.0,,24 por 48,lunes a domingo,,5346-6577,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1330994,19.4413288,"19.4413288,-99.1330994"
