id,nombre,domicilio_con_nombre,coordenadas,latitud,longitud,geopoint,domicilio
313,SECUNDARIA GENERAL - REPUBLICA DE ECUADOR,"DOMICILIO: PLOMO NO 195, VALLE GOMEZ, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.1183260000571,19.45545399981066,0",19.45545399981,-99.11832600005,"19.4554539998,-99.1183260001","PLOMO NO 195, VALLE GOMEZ, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
314,SECUNDARIA PARA TRABAJADORES - PROFR. JOSE GARCIA FABREGAT,"DOMICILIO: JOSEFA ORTIZ DE DOMINGUEZ S/N, LA GUADALUPITA, DELEGACION XOCHIMILCO, MEXICO DF.","-99.10206773102991,19.26519395935492,0",19.26519395935,-99.10206773102,"19.2651939594,-99.102067731","JOSEFA ORTIZ DE DOMINGUEZ S/N, LA GUADALUPITA, DELEGACION XOCHIMILCO, MEXICO DF."
315,PRIMARIA GENERAL - PROFR. JESUS ROMERO FLORES,"DOMICILIO: CALLE LA ALPINA NO 15, INDUSTRIAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12874599994429,19.47538099960129,0",19.4753809996,-99.12874599994,"19.4753809996,-99.1287459999","CALLE LA ALPINA NO 15, INDUSTRIAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
316,PRIMARIA GENERAL - DOCTOR JESUS DIAZ DE LEON,"DOMICILIO: LEONARDO DA VINCI NO 170,MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF..","-99.19094796787012,19.37505367384538,0",19.37505367384538,-99.19094796787012,"19.3750536738,-99.1909479679","LEONARDO DA VINCI NO 170,MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
317,PRIMARIA GENERAL - REPUBLICA DE COLOMBIA,"DOMICILIO: PTE 118 NO 305, CAPULTITLAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.13388799998913,19.47901599968758,0",19.47901599968,-99.13388799998,"19.4790159997,-99.133888","PTE 118 NO 305, CAPULTITLAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
318,PRIMARIA GENERAL - OCTAVIO PAZ,"DOMICILIO: CALLE MAYOGUARDA S/N, LA CEBADA, DELEGACION XOCHIMILCO, MEXICO DF.","-99.11781500000666,19.27830999983723,0",19.27830999983,-99.117815,"19.2783099998,-99.117815","CALLE MAYOGUARDA S/N, LA CEBADA, DELEGACION XOCHIMILCO, MEXICO DF."
319,PREESCOLAR GENERAL - DR. RIGOBERTO AGUILAR PICO,"DOMICILIO: LAGO VALPARAISO NO 11, ARGENTINA PONIENTE, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"LAGO VALPARAISO NO 11, ARGENTINA PONIENTE, DELEGACION MIGUEL HIDALGO, MEXICO DF."
320,SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"DOMICILIO: CALZ LEGARIA XIMILPA, ARGENTINA PONIENTE, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"CALZ LEGARIA XIMILPA, ARGENTINA PONIENTE, DELEGACION MIGUEL HIDALGO, MEXICO DF."
321,SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"DOMICILIO: LAGO GINEBRA NO 47, PENSIL, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"LAGO GINEBRA NO 47, PENSIL, DELEGACION MIGUEL HIDALGO, MEXICO DF."
322,"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 24 V","DOMICILIO: AV  MARGARITA MAZA DE JUAREZ NO  150, UNIDAD HAB VALLEJO LA PATERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.15487699996301,19.5070289997227,0",19.50702899972,-99.15487699996,"19.5070289997,-99.154877","AV  MARGARITA MAZA DE JUAREZ NO  150, UNIDAD HAB VALLEJO LA PATERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
323,"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 3  M","DOMICILIO: COLCHAHUAC Y HUITZILIHUITL S/N, SANTA ISABEL TOLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.11815991889181,19.49533381080684,0",19.4953338108,-99.11815991889,"19.4953338108,-99.1181599189","COLCHAHUAC Y HUITZILIHUITL S/N, SANTA ISABEL TOLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
324,PRIMARIA GENERAL - MAESTRO MARIO DE LA CUEVA,"DOMICILIO: AV GRAN CANAL Y PTO SALINA CRUZ, AMPLIACION CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.08866352845217,19.48150516631734,0",19.48150516631,-99.08866352845,"19.4815051663,-99.0886635284","AV GRAN CANAL Y PTO SALINA CRUZ, AMPLIACION CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
325,PRIMARIA GENERAL - LA PRENSA PEMEX,"DOMICILIO: CARUSO Y CLAVE, VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.13050353408042,19.46604753533614,0",19.46604753533,-99.13050353408,"19.4660475353,-99.1305035341","CARUSO Y CLAVE, VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
326,PRIMARIA GENERAL - PEDAGOGIA,"DOMICILIO: CALLE A MZA X ENTRE AV 3A Y 5, EDUCACION, DELEGACION COYOACAN, MEXICO DF.","-99.13000499980083,19.33486099996896,0",19.33486099996896,-99.13000499980085,"19.334861,-99.1300049998","CALLE A MZA X ENTRE AV 3A Y 5, EDUCACION, DELEGACION COYOACAN, MEXICO DF."
327,PREESCOLAR GENERAL - PIPILCALLI,"DOMICILIO: CALLE 8 NO 78, ESPARTACO, DELEGACION COYOACAN, MEXICO DF.","-99.13388500019107,19.31758099988709,0",19.31758099988709,-99.13388500019109,"19.3175809999,-99.1338850002","CALLE 8 NO 78, ESPARTACO, DELEGACION COYOACAN, MEXICO DF."
328,PRIMARIA GENERAL - DIEGO RIVERA BARRIENTOS,"DOMICILIO: CALLE 633 Y 629 SUPER MZA 18, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.06502870473966,19.45437981382828,0",19.45437981382,-99.06502870473,"19.4543798138,-99.0650287047","CALLE 633 Y 629 SUPER MZA 18, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
329,PRIMARIA MIGUEL ANGEL DE QUEVEDO,"DOMICILIO: AV TECOLALCO S/N, COLONIA PUEBLO SANTA FE, DELEGACION ALVARO OBREGON, MEXICO DF.","-99.2373360000657,19.37843000014015,0",19.37843000014015,-99.2373360000657,"19.3784300001,-99.2373360001","AV TECOLALCO S/N, COLONIA PUEBLO SANTA FE, DELEGACION ALVARO OBREGON, MEXICO DF."
330,ESCUELA SECUNDARIA TECNICA 76,"DOMICILIO: CALLE PLAN DE SAN LUIS S/N, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.13860037026784,19.51394343550018,0",19.5139434355,-99.13860037026,"19.5139434355,-99.1386003703","CALLE PLAN DE SAN LUIS S/N, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
331,PREESCOLAR GENERAL - DAVID GUTIERREZ PEÑA,"DOMICILIO: 2A CDA TABACHINES NO 7, SAN MARCOS, DELEGACION XOCHIMILCO, MEXICO DF.","-99.11061297798666,19.26778800880486,0",19.2677880088,-99.11061297798,"19.2677880088,-99.110612978","2A CDA TABACHINES NO 7, SAN MARCOS, DELEGACION XOCHIMILCO, MEXICO DF."
332,SECUNDARIA GENERAL - REPUBLICA ARGENTINA,"DOMICILIO: APATLACO S/N, APATLACO, DELEGACION IZTACALCO, MEXICO DF.","-99.11166711832588,19.38140228355596,0",19.38140228355,-99.11166711832,"19.3814022835,-99.1116671183","APATLACO S/N, APATLACO, DELEGACION IZTACALCO, MEXICO DF."
333,PRIMARIA GENERAL - MAESTRO RICARDO SALGADO CORRAL,"DOMICILIO: 1ER RETNO CANDELARIA PEREZ S/N, UNIDAD HABITACIONAL C T M, DELEGACION COYOACAN, MEXICO DF.","-99.10063099995124,19.31789300014832,0",19.31789300014832,-99.10063099995124,"19.3178930001,-99.100631","1ER RETNO CANDELARIA PEREZ S/N, UNIDAD HABITACIONAL C T M, DELEGACION COYOACAN, MEXICO DF."
334,PREESCOLAR GENERAL - PLUTARCO ELIAS CALLES,"DOMICILIO: RETORNO MIGUEL LANZ DURET NO 24, PERIODISTA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"RETORNO MIGUEL LANZ DURET NO 24, PERIODISTA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
335,PRIMARIA GENERAL - GENERAL ANDRES FIGUEROA,"DOMICLIO: LAGO WINNIPEG NO 75, LEGARIA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"LAGO WINNIPEG NO 75, LEGARIA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
336,PREESCOLAR GENERAL - CELESTIN FREINET,"DOMICILIO: BATALLA DE CALVILLO S/N, FRACC ALVARO OBREGON, DELEGACION IZTAPALAPA, MEXICO DF.","-99.03734361053394,19.37323629923403,0",19.37323629923,-99.03734361053,"19.3732362992,-99.0373436105","BATALLA DE CALVILLO S/N, FRACC ALVARO OBREGON, DELEGACION IZTAPALAPA, MEXICO DF."
337,PRIMARIA GENERAL - PROFR. MIGUEL SANCHEZ RIVERA,"DOMICILIO: JUAN PATRICIO MORLETE RUIZ 4, EL ROSARIO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.0674760000277,19.31223099980786,0",19.312230999807,-99.06747600002,"19.3122309998,-99.067476","JUAN PATRICIO MORLETE RUIZ 4, EL ROSARIO, DELEGACION IZTAPALAPA, MEXICO DF."
338,PREESCOLAR GENERAL - REP. POPULAR DE POLONIA,"DOMICILIO: PALACIO S/N, BARRIO LA ASUNCION, DELEGACION IZTAPALAPA, MEXICO DF.","-99.0930079999881,19.36420999997992,0",19.364209999979,-99.09300799998,"19.36421,-99.093008","PALACIO S/N, BARRIO LA ASUNCION, DELEGACION IZTAPALAPA, MEXICO DF."
339,"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 86 M","DOMICILIO: FRANCISCO ESPEJEL NO  96, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.1100470003462,19.42820500021016,0",19.42820500021,-99.11004700034,"19.4282050002,-99.1100470003","FRANCISCO ESPEJEL NO  96, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
340,PREESCOLAR GENERAL - BATALLA DE PUEBLA,"DOMICILIO: RAFAEL SALDAÑA Y LUIS ZAMORA S/N, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF.","-99.03155131884101,19.36835487721412,0",19.36835487721,-99.03155131884,"19.3683548772,-99.0315513188","RAFAEL SALDAÑA Y LUIS ZAMORA S/N, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF."
341,PREESCOLAR GENERAL - TIXTLA DE GUERRERO,"DOMICILIO: COMBATE DE CELAYA S/N M-5, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.05313764459653,19.35678163125922,0",19.35678163125,-99.05313764459,"19.3567816313,-99.0531376446","COMBATE DE CELAYA S/N M-5, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF."
342,PRIMARIA GENERAL - ISAAC NEWTON,"DOMICILIO: BATALLA DE OCOTLAN S/N, FRACC ALVARO OBREGON, DELEGACION IZTAPALAPA, MEXICO DF.","-99.03736939316057,19.37436761433433,0",19.37436761433,-99.03736939316,"19.3743676143,-99.0373693932","BATALLA DE OCOTLAN S/N, FRACC ALVARO OBREGON, DELEGACION IZTAPALAPA, MEXICO DF."
343,PREESCOLAR GENERAL - SOR JUANA INES DE LA CRUZ,"DOMICILIO: SAN MIGUEL NO 19, BARRIO LA ASUNCION, DELEGACION IZTACALCO, MEXICO DF.","-99.12081053834706,19.39053031897367,0",19.39053031897,-99.12081053834,"19.390530319,-99.1208105383","SAN MIGUEL NO 19, BARRIO LA ASUNCION, DELEGACION IZTACALCO, MEXICO DF."
344,TELESECUNDARIA 33,"DOMICILIO: MIXTECAS Y TOPILTZIN, AJUSCO, DELEGACION COYOACAN, MEXICO DF.","-99.15977646388697,19.32396880511891,0",19.32396880511891,-99.15977646388696,"19.3239688051,-99.1597764639","MIXTECAS Y TOPILTZIN, AJUSCO, DELEGACION COYOACAN, MEXICO DF."
345,PREESCOLAR GENERAL - SEGURO SOCIAL A,"DOMICILIO: MZA. 4 ENTRE GPOS 13 Y 14 U.H. STA. FE, COLONIA CRISTO REY, DELEGACION ALVARO OBREGON, MEXICO DF.","-99.23975599991789,19.38813899958203,0",19.38813899958203,-99.23975599991788,"19.3881389996,-99.2397559999","MZA. 4 ENTRE GPOS 13 Y 14 U.H. STA. FE, COLONIA CRISTO REY, DELEGACION ALVARO OBREGON, MEXICO DF."
346,PRIMARIA GENERAL - CARTA DE LOS DERECHOS Y DEBERES ECONOMICOS DE LOS ESTADOS,"DOMICILIO: ANDADOR VEREDAS NO 20, UNIDAD INFONAVIT IZTACALCO, DELEGACION IZTACALCO, MEXICO DF.","-99.10923599998978,19.38365099992447,0",19.38365099992,-99.10923599998,"19.3836509999,-99.109236","ANDADOR VEREDAS NO 20, UNIDAD INFONAVIT IZTACALCO, DELEGACION IZTACALCO, MEXICO DF."
347,PRIMARIA GENERAL - PROFRA. CARMEN ARROYO DE LA PARRA,"DOMICILIO: ZOYATE S/N, AGRICOLA METROPOLITANA, DELEGACION TLAHUAC, MEXICO DF.","-99.05233999980226,19.28970799974498,0",19.28970799974,-99.0523399998,"19.2897079997,-99.0523399998","ZOYATE S/N, AGRICOLA METROPOLITANA, DELEGACION TLAHUAC, MEXICO DF."
348,PRIMARIA GENERAL - GENERAL ANTONIO DE LEON Y LOYOLA,"DOMICILIO: CALLE LA PURISIMA S/N, PUEBLO SAN JUAN TEPENAHUAC, DELEGACION MILPA ALTA, MEXICO DF.","-98.99434200008152,19.18705200022013,0",19.18705200022,-98.99434200008,"19.1870520002,-98.9943420001","CALLE LA PURISIMA S/N, PUEBLO SAN JUAN TEPENAHUAC, DELEGACION MILPA ALTA, MEXICO DF."
349,PREESCOLAR GENERAL - TAVICHE,"DOMICILIO: HIDALGO Y MARIANO ESCOBEDO, SAN MIGUEL AJUSCO, DELEGACION TLAHUAC, MEXICO DF.","-99.19892497420094,19.2255566090613,0",19.22555660906,-99.1989249742,"19.2255566091,-99.1989249742","HIDALGO Y MARIANO ESCOBEDO, SAN MIGUEL AJUSCO, DELEGACION TLAHUAC, MEXICO DF."
350,PRIMARIA GENERAL - FRANCISCO GOITIA,"DOMICILIO: CALLE S/N ENTRE CALLES 10 Y 12, REFORMA SOCIAL, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"CALLE S/N ENTRE CALLES 10 Y 12, REFORMA SOCIAL, DELEGACION MIGUEL HIDALGO, MEXICO DF."
351,PRIMARIA GENERAL - OROZCO Y BERRA,"DOMICILIO: AV CUITLAHUAC Y MAR MEDITERRANEO, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"AV CUITLAHUAC Y MAR MEDITERRANEO, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
352,PRIMARIA GENERAL - FRANCISCO SARABIA,"DOMICILIO: MAR MARMARA NO 412, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"MAR MARMARA NO 412, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
353,SECUNDARIA GENERAL - TEMACHTIANI,"DOMICILIO: ANTIGUA VIA LA VENTA S/N, COLONIA LOMAS DE BECERRA, DELEGACION ALVARO OBREGON, MEXICO DF.","-99.19740900017989,19.38685900012906,0",19.38685900012906,-99.19740900017987,"19.3868590001,-99.1974090002","ANTIGUA VIA LA VENTA S/N, COLONIA LOMAS DE BECERRA, DELEGACION ALVARO OBREGON, MEXICO DF."
354,ESCUELA SECUNDARIA TECNICA 77,"DOMICILIO: CECILIO ROBELO S/N ENTRE TRONCOSO Y NICOLAS LEON, JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.11060396887623,19.42355976575201,0",19.42355976575,-99.11060396887,"19.4235597657,-99.1106039689","CECILIO ROBELO S/N ENTRE TRONCOSO Y NICOLAS LEON, JARDIN BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
355,PRIMARIA GENERAL - FRANCISCO SARABIA Y TINOCO,"DOMICILIO: BLVD AEROPUERTO Y NORTE 25, MOCTEZUMA 2A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.09098567675983,19.43021598742782,0",19.43021598742,-99.09098567675,"19.4302159874,-99.0909856767","BLVD AEROPUERTO Y NORTE 25, MOCTEZUMA 2A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
356,PRIMARIA GENERAL - MARGARITA DE GORTARI DE SALINAS LOZANO,"DOMICILIO: TATAC S/N, ARENAL 4A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.0596379999711,19.42714100015645,0",19.427141000156,-99.05963799997,"19.4271410002,-99.059638","TATAC S/N, ARENAL 4A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
357,PRIMARIA GENERAL - REPUBLICA DE MADAGASCAR,"DOMICILIO: ING.GUILLERMO GONZALEZ CAMARENA NUM 120, JACARANDAS, DELEGACION IZTAPALAPA, MEXICO DF.","-99.05126937863716,19.34777340392502,0",19.34777340392,-99.05126937863,"19.3477734039,-99.0512693786","ING.GUILLERMO GONZALEZ CAMARENA NUM 120, JACARANDAS, DELEGACION IZTAPALAPA, MEXICO DF."
358,PREESCOLAR GENERAL - WHITEHEAD ALFRED NORTH,"DOMICILIO: ENCINOS S/N, CONJ HABIT SOLIDARIDAD INFONAVIT, DELEGACION IZTAPALAPA, MEXICO DF.","-99.00530606752042,19.37251760380401,0",19.3725176038,-99.00530606752,"19.3725176038,-99.0053060675","ENCINOS S/N, CONJ HABIT SOLIDARIDAD INFONAVIT, DELEGACION IZTAPALAPA, MEXICO DF."
359,PRIMARIA GENERAL - IGNACIO MANUEL ALTAMIRANO,"DOMICILIO: REFORMA AERONAUTICA S/N, REFORMA POLITICA, DELEGACION IZTAPALAPA, MEXICO DF.","-99.02809900014262,19.34344499981152,0",19.34344499981,-99.02809900014,"19.3434449998,-99.0280990001","REFORMA AERONAUTICA S/N, REFORMA POLITICA, DELEGACION IZTAPALAPA, MEXICO DF."
360,PRIMARIA GENERAL - REPUBLICA DE FILIPINAS,"DOMICILIO: CARRIL NO. 13, SAN JUAN XALPA, DELEGACION IZTAPALAPA, MEXICO DF.","-99.08255025028755,19.33864713668491,0",19.33864713668,-99.08255025028,"19.3386471367,-99.0825502503","CARRIL NO. 13, SAN JUAN XALPA, DELEGACION IZTAPALAPA, MEXICO DF."
361,PREESCOLAR GENERAL - ANDRES QUINTANA ROO,"DOMICILIO: PUERTO JUAREZ S/N, COLONIA AMPLIACION PILOTO ADOLFO L MATEO, DELEGACION ALVARO OBREGON, MEXICO DF","-99.23047300001782,19.37003100005821,0",19.37003100005821,-99.23047300001782,"19.3700310001,-99.230473","PUERTO JUAREZ S/N, COLONIA AMPLIACION PILOTO ADOLFO L MATEO, DELEGACION ALVARO OBREGON, MEXICO DF"
362,PRIMARIA GENERAL - BENITO JUAREZ,"DOMICILIO: PROLG DE OCAMPO NO 98, SAN LORENZO ACOPILCO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.","-99.30315799986207,19.35576100003987,0",19.35576100003987,-99.30315799986208,"19.355761,-99.3031579999","PROLG DE OCAMPO NO 98, SAN LORENZO ACOPILCO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
363,PREESCOLAR GENERAL - ESTANCIA JARDIN INFANTIL NO. 17 D.I.F,"DOMICILIO: MADERO NO 12, COLONIA SAN ANGEL, DELEGACION ALVARO OBREGON, MEXICO DF.","-99.19163699981793,19.34416999981881,0",19.34416999981881,-99.19163699981792,"19.3441699998,-99.1916369998","MADERO NO 12, COLONIA SAN ANGEL, DELEGACION ALVARO OBREGON, MEXICO DF."
364,SECUNDARIA GENERAL - EMILIANO ZAPATA,"DOMICILIO: AV MEXICO SUR S/N, BARRIO LA LUZ VILLA, DELEGACION MILPA ALTA, MEXICO DF.","-99.02405800001557,19.18963799969457,0",19.18963799969,-99.02405800001,"19.1896379997,-99.024058","AV MEXICO SUR S/N, BARRIO LA LUZ VILLA, DELEGACION MILPA ALTA, MEXICO DF."
365,PRIMARIA GENERAL - 30 DE SEPTIEMBRE,"DOMICILIO: SARASATE NO 94, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.","-99.13196628599593,19.44968436403779,0",19.44968436403779,-99.13196628599592,"19.449684364,-99.131966286","SARASATE NO 94, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF."
366,PRIMARIA GENERAL - EJERCITO MEXICANO,"DOMICILIO: AV CONSCRIPTO PTA 9 CAMPO M 1, UNIDAD HAB LOMAS DE SOTELO, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"AV CONSCRIPTO PTA 9 CAMPO M 1, UNIDAD HAB LOMAS DE SOTELO, DELEGACION MIGUEL HIDALGO, MEXICO DF."
367,SECUNDARIA GENERAL - NAGOYA,"DOMICILIO: CAÑITAS NO 96 Y MAR ROJO NO 87, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",,,,,"CAÑITAS NO 96 Y MAR ROJO NO 87, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF."
368,ESCUELA SECUNDARIA TECNICA 75,"DOMICILIO: CALLE 15 DE SEPTIEMBRE Y LA BANDERA S/N, LOMAS DE ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.","-98.99623899989686,19.35145299989981,0",19.35145299989,-98.99623899989,"19.3514529999,-98.9962389999","CALLE 15 DE SEPTIEMBRE Y LA BANDERA S/N, LOMAS DE ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
369,ESCUELA SECUNDARIA TECNICA 81,"DOMICILIO: AV MEXICO ESQUINA  AV. DE LAS TORRES, SANTA MARIA AZTAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.","-99.02311025366016,19.356421278155,0",19.35642127815,-99.02311025366,"19.3564212781,-99.0231102537","AV MEXICO ESQUINA  AV. DE LAS TORRES, SANTA MARIA AZTAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF."
370,PREESCOLAR GENERAL - PRESIDENTE CALLES,"DOMICILIO: PLATINO Y CALLE EL CATORCE, VALLE GOMEZ, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.12180924552507,19.45572293611801,0",19.45572293611,-99.12180924552,"19.4557229361,-99.1218092455","PLATINO Y CALLE EL CATORCE, VALLE GOMEZ, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
371,TELESECUNDARIA 60,"DOMICILIO: FRANCISCO ESPEJEL NUM 96, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.10977021594708,19.43026904517608,0",19.43026904517,-99.10977021594,"19.4302690452,-99.1097702159","FRANCISCO ESPEJEL NUM 96, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
372,PRIMARIA GENERAL - REPUBLICA DE PERU,"DOMICILIO: NORTE 176 NO 576, PENSADOR MEXICANO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.08755599488998,19.44167300943437,0",19.44167300943,-99.08755599488,"19.4416730094,-99.0875559949","NORTE 176 NO 576, PENSADOR MEXICANO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
373,PRIMARIA GENERAL - TECAYEHUATZIN,"DOMICILIO: CAHITAS Y SERIS ZONA 2 INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF.","-99.11872408019806,19.33125449394594,0",19.33125449394594,-99.11872408019806,"19.3312544939,-99.1187240802","CAHITAS Y SERIS ZONA 2 INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
374,PRIMARIA GENERAL - LUIS HIDALGO MONROY,"DOMICILIO: ABASOLO NO 36, EL CARMEN, DELEGACION COYOACAN, MEXICO DF.","-99.16036999984205,19.3512520001864,0",19.3512520001864,-99.16036999984205,"19.3512520002,-99.1603699998","ABASOLO NO 36, EL CARMEN, DELEGACION COYOACAN, MEXICO DF."
375,PRIMARIA GENERAL - ING. MIGUEL BERNARD,"DOMICILIO: AV HIDALGO NO 4, PUEBLO SAN GREGORIO ATLAPULCO, DELEGACION XOCHIMILCO, MEXICO DF.","-99.05666636230545,19.25260535834457,0",19.25260535834,-99.0566663623,"19.2526053583,-99.0566663623","AV HIDALGO NO 4, PUEBLO SAN GREGORIO ATLAPULCO, DELEGACION XOCHIMILCO, MEXICO DF."
376,PRIMARIA GENERAL - ENRIQUE C. REBSAMEN,"DOMICILIO: IGNACIO ZARAGOZA S/N, SANTIAGO TULYEHUALCO, DELEGACION XOCHIMILCO, MEXICO DF.","-99.01185300004573,19.25423899999306,0",19.25423899999,-99.01185300004,"19.254239,-99.011853","IGNACIO ZARAGOZA S/N, SANTIAGO TULYEHUALCO, DELEGACION XOCHIMILCO, MEXICO DF."
377,PREESCOLAR GENERAL - ADELA OSORIO GRANADOS,"DOMICILIO: PLOMEROS 285, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.11269899977798,19.44699700005744,0",19.44699700005,-99.11269899977,"19.4469970001,-99.1126989998","PLOMEROS 285, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
378,PRIMARIA GENERAL - GENERAL LUCIO BLANCO,"DOMICILIO: COLIMA Y CHIHUAHUA S/N (DEPORTIVO), PUEBLO SN SEBASTIAN TECOLOXTITLA, DELEGACION IZTAPALAPA, MEXICO DF.","-99.01856138594931,19.36344080664411,0",19.36344080664,-99.01856138594,"19.3634408066,-99.0185613859","COLIMA Y CHIHUAHUA S/N (DEPORTIVO), PUEBLO SN SEBASTIAN TECOLOXTITLA, DELEGACION IZTAPALAPA, MEXICO DF."
379,SECUNDARIA GENERAL - OSCAR SANCHEZ SANCHEZ,"DOMICILIO: NORTE 178 NO 574 Y BOLIVARES, PENSADOR MEXICANO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.08632699993657,19.44289400007448,0",19.44289400007,-99.08632699993,"19.4428940001,-99.0863269999","NORTE 178 NO 574 Y BOLIVARES, PENSADOR MEXICANO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
380,SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 65,"DOMICILIO: AV. SUR DE LOS 100 METROS S/N ENTRE NORTE 19 Y NOR, MAGDALENA DE LAS SALINAS, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.14592300002792,19.48455600004063,0",19.48455600004,-99.14592300002,"19.484556,-99.145923","AV. SUR DE LOS 100 METROS S/N ENTRE NORTE 19 Y NOR, MAGDALENA DE LAS SALINAS, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
